[08-Jul-2024 02:19:57.099676] ERROR: pid 1, fpm_conf_process_all_pools(), line 830: No pool defined. at least one pool section must be specified in config file
[08-Jul-2024 02:19:57.099840] ERROR: pid 1, fpm_conf_init_main(), line 1866: failed to post process the configuration
[08-Jul-2024 02:19:57.100002] ERROR: pid 1, fpm_init(), line 72: FPM initialization failed
[08-Jul-2024 02:45:00.298838] DEBUG: pid 1, fpm_scoreboard_init_main(), line 38: got clock tick '100'
[08-Jul-2024 02:45:00.299604] DEBUG: pid 1, fpm_signals_init_main(), line 221: Unblocking all signals
[08-Jul-2024 02:45:00.299824] DEBUG: pid 1, fpm_socket_af_inet_socket_by_addr(), line 324: Found address for 127.0.0.1, socket opened on 127.0.0.1
[08-Jul-2024 02:45:00.300446] DEBUG: pid 1, fpm_event_init_main(), line 359: event module is epoll and 1 fds have been reserved
[08-Jul-2024 02:45:00.300516] NOTICE: pid 1, fpm_init(), line 83: fpm is running, pid 1
[08-Jul-2024 02:45:00.300559] DEBUG: pid 1, fpm_children_make(), line 449: blocking signals before child birth
[08-Jul-2024 02:45:00.302040] DEBUG: pid 1, fpm_children_make(), line 473: unblocking signals, child born
[08-Jul-2024 02:45:00.302184] DEBUG: pid 1, fpm_children_make(), line 479: [pool www] child 7 started
[08-Jul-2024 02:45:00.302257] DEBUG: pid 1, fpm_children_make(), line 449: blocking signals before child birth
[08-Jul-2024 02:45:00.304055] DEBUG: pid 1, fpm_children_make(), line 473: unblocking signals, child born
[08-Jul-2024 02:45:00.304264] DEBUG: pid 1, fpm_children_make(), line 479: [pool www] child 8 started
[08-Jul-2024 02:45:00.304386] DEBUG: pid 1, fpm_event_loop(), line 387: 5968 bytes have been reserved in SHM
[08-Jul-2024 02:45:00.304478] NOTICE: pid 1, fpm_event_loop(), line 388: ready to handle connections
[08-Jul-2024 02:45:00.304603] DEBUG: pid 1, fpm_systemd_heartbeat(), line 67: have notify start to systemd
[08-Jul-2024 02:45:00.304692] NOTICE: pid 1, fpm_systemd_heartbeat(), line 74: systemd monitor interval set to 10000ms
[08-Jul-2024 02:45:01.305362] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:25.397369] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:26.398675] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:27.400145] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:28.401347] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:29.403016] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:30.404374] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:31.405845] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:32.407141] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:33.408475] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:34.409718] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:35.411012] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:36.412242] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:37.413525] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:38.414766] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:39.415349] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:40.416365] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:41.417614] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:42.418931] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:43.419345] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:44.420339] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:45.421339] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:46.422577] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:47.423350] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:48.424342] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:49.425625] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:50.426357] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:51.427343] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:52.428350] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:53.429345] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:54.430355] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:55.431352] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:56.432357] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:57.433366] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:58.434338] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:22:59.435349] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:00.436329] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:01.437357] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:02.438360] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:03.439591] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:04.440348] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:05.441593] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:06.442847] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:07.444114] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:08.445355] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:09.446641] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:10.447375] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:11.448629] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:12.449351] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:13.450677] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:14.451929] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:15.453206] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:16.454339] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:17.455568] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:18.456360] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:19.457553] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:20.458789] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:21.460027] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:22.461338] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:23.462547] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:24.463709] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:25.465052] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:26.466319] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:27.467550] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:28.468778] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:29.470002] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:30.471247] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:31.472504] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:32.473744] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:33.475035] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:34.476273] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:35.477627] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:36.478847] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:37.480059] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:38.481362] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:39.482628] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:40.483847] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:41.485121] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:42.486345] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:43.487759] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:44.489004] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:45.490349] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:46.491598] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:47.492833] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:48.494075] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:49.495429] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:50.496724] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:51.497955] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:52.499174] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:53.500390] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:54.501637] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:55.502937] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:56.504180] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:57.505353] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:58.506341] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:23:59.507364] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:00.508388] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:01.509356] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:02.510341] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:03.511340] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:04.512569] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:05.514079] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:06.515366] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:07.516590] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:08.517466] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:09.518705] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:10.519330] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:11.520504] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:12.521703] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:13.522341] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:14.523338] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:15.524345] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:16.525350] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:17.526356] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:18.527593] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:19.528799] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:20.530029] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:21.530449] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:22.531665] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:23.532907] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:24.534187] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:25.535526] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:26.536902] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:27.538134] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:28.538572] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:29.539367] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:30.540555] DEBUG: pid 1, fpm_pctl_perform_idle_server_maintenance(), line 398: [pool www] currently 0 active children, 2 spare children, 2 running children. Spawning rate 1
[08-Jul-2024 03:24:31.242555] DEBUG: pid 1, fpm_got_signal(), line 96: received SIGTERM
[08-Jul-2024 03:24:31.242932] NOTICE: pid 1, fpm_got_signal(), line 97: Terminating ...
[08-Jul-2024 03:24:31.242975] DEBUG: pid 1, fpm_pctl(), line 239: switching to 'terminating' state
[08-Jul-2024 03:24:31.243210] DEBUG: pid 1, fpm_pctl_kill_all(), line 163: [pool www] sending signal 15 SIGTERM to child 8
[08-Jul-2024 03:24:31.243261] DEBUG: pid 1, fpm_pctl_kill_all(), line 163: [pool www] sending signal 15 SIGTERM to child 7
[08-Jul-2024 03:24:31.243295] DEBUG: pid 1, fpm_pctl_kill_all(), line 174: 2 child(ren) still alive
[08-Jul-2024 03:24:31.243368] DEBUG: pid 1, fpm_event_loop(), line 440: event module triggered 1 events
[08-Jul-2024 03:24:31.243404] DEBUG: pid 1, fpm_pctl_kill_all(), line 163: [pool www] sending signal 9 SIGKILL to child 8
[08-Jul-2024 03:24:31.243439] DEBUG: pid 1, fpm_pctl_kill_all(), line 163: [pool www] sending signal 9 SIGKILL to child 7
[08-Jul-2024 03:24:31.243472] DEBUG: pid 1, fpm_pctl_kill_all(), line 174: 2 child(ren) still alive
[08-Jul-2024 03:24:31.245098] DEBUG: pid 1, fpm_got_signal(), line 82: received SIGCHLD
[08-Jul-2024 03:24:31.245155] DEBUG: pid 1, fpm_event_loop(), line 440: event module triggered 1 events
[08-Jul-2024 03:24:31.245214] DEBUG: pid 1, fpm_children_bury(), line 300: [pool www] child 8 exited on signal 15 (SIGTERM) after 926.705701 seconds from start
[08-Jul-2024 03:24:31.245439] DEBUG: pid 1, fpm_got_signal(), line 82: received SIGCHLD
[08-Jul-2024 03:24:31.245478] DEBUG: pid 1, fpm_event_loop(), line 440: event module triggered 1 events
[08-Jul-2024 03:24:31.245521] DEBUG: pid 1, fpm_children_bury(), line 300: [pool www] child 7 exited on signal 15 (SIGTERM) after 926.707947 seconds from start
[08-Jul-2024 03:24:31.245556] NOTICE: pid 1, fpm_pctl_exit(), line 69: exiting, bye-bye!
[08-Jul-2024 03:27:53.378921] DEBUG: pid 1, fpm_scoreboard_init_main(), line 38: got clock tick '100'
[08-Jul-2024 03:27:53.380036] DEBUG: pid 1, fpm_signals_init_main(), line 221: Unblocking all signals
[08-Jul-2024 03:27:53.380247] DEBUG: pid 1, fpm_socket_af_inet_socket_by_addr(), line 324: Found address for 0.0.0.0, socket opened on 0.0.0.0
[08-Jul-2024 03:27:53.380307] DEBUG: pid 1, fpm_event_init_main(), line 359: event module is epoll and 1 fds have been reserved
[08-Jul-2024 03:27:53.380557] NOTICE: pid 1, fpm_init(), line 83: fpm is running, pid 1
